"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"00089","02","1","02","7","2","49","2","","02","6","1","6","03","06","","1","01","1",396,"002","0000025"
"00089","02","1","03","7","2","26","2","","08","5","","6","15","05","","1","01","1",396,"002","0000025"
"00090","03","1","01","1","1","67","2","","02","6","1","5","07","12","","1","01","1",396,"002","0000025"
"00090","03","1","02","2","2","68","2","","02","6","1","5","19","02","1","1","01","1",396,"002","0000025"
"00091","04","1","01","1","2","78","2","","02","6","1","4","26","10","1","1","01","1",396,"002","0000025"
"00092","05","1","01","1","1","52","2","","03","3","","5","22","04","","1","01","1",396,"002","0000025"
"00092","05","1","02","2","2","49","2","","03","3","","5","09","05","","1","01","1",396,"002","0000025"
"00092","05","1","04","3","1","15","2","","03","2","","6","","","","1","01","1",396,"002","0000025"
"00092","05","1","03","3","2","21","2","","06","3","","6","22","06","1","1","01","1",396,"002","0000025"
"00092","05","1","05","6","2","81","2","","00","0","2","4","31","08","","2","01","1",396,"002","0000025"
"00093","01","1","01","1","1","45","2","","03","3","","5","11","03","","1","01","1",383,"002","0000026"
"00093","01","1","02","2","2","38","2","","03","3","","5","19","09","1","1","01","1",383,"002","0000026"
"00093","01","1","05","3","2","09","2","","02","3","1","","","","","1","01","1",383,"002","0000026"
"00093","01","1","04","3","1","12","2","","02","6","1","6","","","","1","01","1",383,"002","0000026"
"00093","01","1","03","3","1","16","2","","06","2","","6","","","","1","01","1",383,"002","0000026"
"00094","02","1","01","1","1","47","2","","03","3","","5","13","02","","1","01","1",383,"002","0000026"
"00094","02","1","02","2","2","48","2","","03","3","","5","25","02","","1","01","1",383,"002","0000026"
"00094","02","1","04","3","1","18","2","","06","2","","6","25","03","","1","01","1",383,"002","0000026"
"00094","02","1","05","3","2","10","2","","02","3","1","","","","","1","01","1",383,"002","0000026"
"00094","02","1","03","3","2","24","2","","08","4","","6","30","10","1","1","01","1",383,"002","0000026"
"00095","03","1","01","1","1","64","2","","02","6","1","5","30","11","1","1","01","1",383,"002","0000026"
"00095","03","1","02","2","2","65","2","","02","6","1","5","19","01","","1","01","1",383,"002","0000026"
"00096","04","1","01","1","1","70","2","","03","3","","4","20","04","1","1","01","1",383,"002","0000026"
"00097","05","1","01","1","1","44","2","","03","3","","5","11","11","","1","01","1",383,"002","0000026"
"00097","05","1","02","2","2","44","2","","06","3","","5","15","07","1","1","01","1",383,"002","0000026"
"00097","05","1","03","3","1","15","2","","04","1","","6","","","","1","01","1",383,"002","0000026"
"00098","01","1","01","1","1","67","2","","03","3","","4","22","07","1","1","01","1",370,"002","0000027"
"00099","03","1","01","1","1","70","2","","03","3","","5","28","04","1","1","01","1",370,"002","0000027"
"00099","03","1","02","2","2","70","2","","03","3","","5","09","10","","1","01","1",370,"002","0000027"
"00099","03","1","03","3","1","28","2","","07","3","","6","02","01","","1","01","1",370,"002","0000027"
"00100","04","1","01","1","2","44","2","","08","5","","6","25","10","1","1","01","1",370,"002","0000027"
"00101","05","1","01","1","2","61","2","","04","1","","6","10","07","1","1","01","1",370,"002","0000027"
"00101","05","1","02","3","1","31","2","","03","3","","1","04","04","","1","01","1",370,"002","0000027"
"00101","05","1","04","4","2","02","","","","","","","","","","","01","1",370,"002","0000027"
"00101","05","1","03","5","2","32","2","","06","3","","1","10","10","","1","01","1",370,"002","0000027"
"00102","01","1","01","1","1","40","2","","06","3","","5","25","02","","1","01","1",386,"002","0000028"
"00102","01","1","02","2","2","40","2","","08","5","","5","01","06","","1","01","1",386,"002","0000028"
"00102","01","1","05","3","2","09","2","","02","2","1","","","","","1","01","1",386,"002","0000028"
"00102","01","1","03","3","2","19","2","","03","3","","6","27","09","1","1","01","1",386,"002","0000028"
"00102","01","1","04","3","1","16","2","","06","2","","6","","","","1","01","1",386,"002","0000028"
"00103","02","1","01","1","1","49","2","","08","1","","5","11","10","1","1","01","1",386,"002","0000028"
"00103","02","1","02","2","2","44","2","","06","3","","5","21","10","","1","01","1",386,"002","0000028"
"00103","02","1","04","3","2","22","2","","08","4","","6","13","12","","1","01","1",386,"002","0000028"
"00103","02","1","03","3","1","24","2","","06","1","","6","04","01","","1","01","1",386,"002","0000028"
"00104","03","1","01","1","1","26","2","","08","4","","5","31","12","","1","01","1",386,"002","0000028"
"00104","03","1","02","2","2","25","2","","08","5","","5","25","01","1","1","01","1",386,"002","0000028"
"00104","03","1","03","3","2","01","","","","","","","","","","","01","1",386,"002","0000028"
"00105","04","1","01","1","1","84","2","","03","3","","5","28","04","","1","01","1",386,"002","0000028"
"00105","04","1","02","2","2","80","2","","03","3","","5","31","05","1","1","01","1",386,"002","0000028"
"00105","04","1","03","3","2","49","2","","06","3","","3","14","02","","1","01","1",386,"002","0000028"
"00106","05","1","01","1","2","52","2","","04","3","","6","06","03","","1","01","1",386,"002","0000028"
"00106","05","1","02","3","1","18","2","","06","2","","6","22","02","1","1","01","1",386,"002","0000028"
"00107","01","1","01","1","1","35","2","","03","3","","5","05","09","","1","01","1",357,"002","0000029"
"00107","01","1","02","2","2","35","2","","03","3","","5","10","03","1","1","01","1",357,"002","0000029"
"00107","01","1","06","3","1","02","","","","","","","","","","","01","1",357,"002","0000029"
"00107","01","1","03","3","1","15","2","","03","3","","6","","","","1","01","1",357,"002","0000029"
"00107","01","1","05","3","1","09","2","","02","2","1","","","","","1","01","1",357,"002","0000029"
"00107","01","1","04","3","1","10","2","","02","3","1","","","","","1","01","1",357,"002","0000029"
"00107","01","1","07","7","1","12","2","","02","4","1","6","","","","1","01","1",357,"002","0000029"
"00108","02","1","01","1","1","68","2","","02","3","1","5","14","02","","1","01","1",357,"002","0000029"
"00108","02","1","02","2","2","60","2","","02","3","1","5","03","03","","1","01","1",357,"002","0000029"
"00108","02","1","04","3","2","28","2","","08","5","","6","23","08","1","1","01","1",357,"002","0000029"
"00108","02","1","03","3","2","31","2","","08","5","","6","03","09","","1","01","1",357,"002","0000029"
"00109","05","1","01","1","2","52","2","","09","2","","5","30","05","","1","01","1",357,"002","0000029"
"00109","05","1","02","3","2","18","2","","08","1","","6","05","08","1","1","01","1",357,"002","0000029"
"00110","02","1","01","1","1","40","2","","08","5","","5","12","04","","1","01","1",362,"003","0000030"
"00110","02","1","02","2","2","41","2","","08","5","","5","04","02","1","1","01","1",362,"003","0000030"
"00110","02","1","03","3","2","08","2","","02","3","1","","","","","1","01","1",362,"003","0000030"
"00111","03","1","01","1","2","48","2","","08","5","","3","20","02","","1","01","1",362,"003","0000030"
"00111","03","1","03","3","1","15","2","","03","2","","6","","","","1","01","1",362,"003","0000030"
"00111","03","1","02","6","2","70","2","","02","5","1","2","21","11","1","1","01","1",362,"003","0000030"
"00112","04","1","01","1","2","82","2","","03","3","","4","26","05","1","1","01","1",362,"003","0000030"
"00113","05","1","01","1","1","42","2","","08","5","","5","03","03","","1","01","1",362,"003","0000030"
"00113","05","1","02","2","2","43","2","","08","5","","5","02","04","1","1","01","1",362,"003","0000030"
"00113","05","1","03","3","1","12","2","","02","6","1","6","","","","1","01","1",362,"003","0000030"
"00114","01","1","01","1","1","38","2","","03","3","","1","06","10","1","1","01","1",371,"002","0000031"
"00114","01","1","02","2","2","45","2","","00","0","2","1","06","07","","2","01","1",371,"002","0000031"
"00115","02","1","01","1","1","58","2","","02","6","1","5","07","11","","1","01","1",371,"002","0000031"
"00115","02","1","02","2","2","56","2","","02","6","1","5","28","05","","1","01","1",371,"002","0000031"
"00115","02","1","03","3","1","22","2","","06","3","","6","19","09","1","1","01","1",371,"002","0000031"
"00116","03","1","01","1","1","78","2","","02","6","1","5","04","08","","1","01","1",371,"002","0000031"
"00116","03","1","02","2","2","77","2","","07","3","","5","01","12","1","1","01","1",371,"002","0000031"
"00117","04","1","01","1","1","44","2","","10","2","","5","14","12","","1","01","1",371,"002","0000031"
"00117","04","1","02","2","2","41","2","","10","2","","5","17","11","1","1","01","1",371,"002","0000031"
"00118","05","1","01","1","1","29","2","","08","5","","5","02","04","","1","01","1",371,"002","0000031"
"00118","05","1","02","2","2","36","2","","08","5","","5","17","05","1","1","01","1",371,"002","0000031"
"00118","05","1","05","3","1","01","","","","","","","","","","","01","1",371,"002","0000031"
"00118","05","1","03","3","2","13","2","","03","1","","6","","","","1","01","1",371,"002","0000031"
"00118","05","1","04","3","1","02","","","","","","","","","","","01","1",371,"002","0000031"
"00119","01","1","01","1","1","61","2","","03","3","","5","18","07","1","1","01","1",361,"001","0000032"
"00119","01","1","02","2","2","60","2","","02","6","1","5","30","05","","1","01","1",361,"001","0000032"
"00119","01","2","01","1","1","23","2","","06","3","","5","02","11","1","1","01","1",361,"001","0000032"
"00119","01","2","02","2","2","25","2","","08","5","","5","21","06","","1","01","1",361,"001","0000032"
"00120","02","1","01","1","1","68","2","","02","3","2","4","24","07","","2","01","1",361,"001","0000032"
"00120","02","1","02","3","2","49","2","","02","6","2","6","01","99","","2","01","1",361,"001","0000032"
"00120","02","1","03","3","1","45","2","","02","6","1","3","15","08","1","1","01","1",361,"001","0000032"
"00121","03","1","01","1","1","55","2","","03","3","","6","18","02","","1","01","1",361,"001","0000032"
"00121","03","1","03","3","1","21","2","","03","3","","1","29","12","1","1","01","1",361,"001","0000032"
"00121","03","1","05","4","1","01","","","","","","","","","","","01","1",361,"001","0000032"
"00121","03","1","04","5","2","19","2","","03","3","","1","01","07","","1","01","1",361,"001","0000032"
"00121","03","1","02","8","1","59","2","","99","9","1","3","01","99","","1","01","1",361,"001","0000032"
"00122","05","1","01","1","1","80","2","","02","2","1","5","29","05","1","1","01","1",361,"001","0000032"
"00122","05","1","02","2","2","76","2","","02","4","1","5","20","03","","1","01","1",361,"001","0000032"
"00123","01","1","01","1","2","65","2","","02","3","1","5","04","07","1","1","01","1",374,"002","0000033"
"00123","01","1","02","2","1","68","2","","03","3","","5","04","02","","1","01","1",374,"002","0000033"
"00123","01","1","04","3","2","28","2","","08","5","","6","28","08","","1","01","1",374,"002","0000033"
"00123","01","1","03","3","1","37","2","","03","3","","3","15","08","","1","01","1",374,"002","0000033"
"00123","01","1","05","4","1","08","2","","02","3","1","","","","","1","01","1",374,"002","0000033"
"00124","02","1","01","1","1","29","2","","08","5","","6","22","02","1","1","01","1",374,"002","0000033"
"00125","03","1","01","1","1","63","2","","02","5","1","5","25","03","","1","01","1",374,"002","0000033"
"00125","03","1","02","2","2","58","2","","02","6","1","5","07","08","1","1","01","1",374,"002","0000033"
"00126","05","1","01","1","1","43","2","","03","3","","5","11","11","1","1","01","1",374,"002","0000033"
"00126","05","1","02","2","2","28","2","","03","3","","5","15","07","","1","01","1",374,"002","0000033"
"00126","05","1","04","3","2","12","2","","02","5","1","6","","","","1","01","1",374,"002","0000033"
"00126","05","1","03","3","2","10","2","","02","3","1","","","","","1","01","1",374,"002","0000033"
"00127","01","1","01","1","1","64","2","","06","3","","5","13","05","1","1","01","1",377,"002","0000034"
"00127","01","1","02","2","2","64","2","","02","6","1","5","15","12","","1","01","1",377,"002","0000034"
"00128","03","1","01","1","2","52","2","","03","3","","5","19","04","","1","01","1",377,"002","0000034"
"00128","03","1","02","3","1","30","2","","08","5","","6","29","06","","1","01","1",377,"002","0000034"
"00128","03","1","03","3","2","22","2","","06","3","","6","27","04","1","1","01","1",377,"002","0000034"
"00129","04","1","01","1","2","39","2","","08","5","","3","19","04","1","1","01","1",377,"002","0000034"
"00129","04","1","02","3","2","12","2","","02","5","1","6","","","","1","01","1",377,"002","0000034"
"00129","04","1","03","3","2","07","2","","01","3","2","","","","","2","01","1",377,"002","0000034"
"00130","05","1","01","1","1","57","2","","02","6","1","5","17","01","","1","01","1",377,"002","0000034"
"00130","05","1","02","2","2","56","2","","03","3","","5","06","07","1","1","01","1",377,"002","0000034"
"00131","01","1","01","1","1","39","2","","03","3","","5","26","10","1","1","01","1",327,"001","0000035"
"00131","01","1","02","2","2","36","2","","02","6","1","5","07","07","","1","01","1",327,"001","0000035"
"00131","01","1","03","3","1","17","2","","03","1","","6","","","","1","01","1",327,"001","0000035"
"00131","01","1","05","3","2","11","2","","02","4","1","","","","","1","01","1",327,"001","0000035"
"00131","01","1","04","3","1","13","2","","02","6","1","6","","","","1","01","1",327,"001","0000035"
"00131","01","1","06","3","1","04","","","","","","","","","","","01","1",327,"001","0000035"
"00132","02","1","01","1","2","70","2","","02","6","1","5","07","08","","1","01","1",327,"001","0000035"
"00132","02","1","02","2","1","60","2","","03","3","","5","26","03","","1","01","1",327,"001","0000035"
"00132","02","1","04","3","2","38","2","","06","1","","5","27","03","","1","01","1",327,"001","0000035"
