"FOLIO","VIV_SEL","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P2_1","P2_2","P2_3","ENT","TLOC","FAC_VIV","EST_DIS","UPM_DIS"
"00263","03","3","01","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",367,"002","0000066"
"00264","04","3","02","1","1","1","1","1","1","1","2","1","2","1","2","01","1","","01","1",367,"002","0000066"
"00265","05","3","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","01","1",367,"002","0000066"
"00266","01","3","03","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",347,"002","0000067"
"00267","02","2","02","1","1","1","1","1","2","2","2","2","2","2","","03","1","","01","1",347,"002","0000067"
"00268","04","3","04","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",347,"002","0000067"
"00269","05","3","02","1","1","1","1","1","1","1","1","2","1","1","2","04","1","","01","1",347,"002","0000067"
"00270","01","1","03","1","1","1","1","1","1","2","1","1","1","1","2","04","1","","01","1",377,"002","0000068"
"00271","02","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",377,"002","0000068"
"00272","03","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",377,"002","0000068"
"00273","04","2","03","1","1","1","1","1","2","2","1","1","2","2","","03","1","","01","1",377,"002","0000068"
"00274","05","2","02","1","1","1","1","1","1","1","2","2","2","2","","03","1","","01","1",377,"002","0000068"
"00275","01","3","02","1","1","1","1","1","1","2","1","2","2","1","1","04","1","","01","1",278,"001","0000069"
"00276","04","3","02","1","1","1","1","1","1","2","2","2","2","1","2","05","1","","01","1",278,"001","0000069"
"00277","01","3","03","1","1","1","1","1","1","1","1","2","2","2","","03","1","","01","1",398,"002","0000070"
"00278","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",398,"002","0000070"
"00279","03","3","02","1","1","1","1","1","1","2","1","1","2","1","2","01","1","","01","1",398,"002","0000070"
"00280","04","3","04","1","1","1","1","1","1","2","2","1","2","1","2","06","1","","01","1",398,"002","0000070"
"00281","05","3","01","1","1","1","1","2","2","2","2","2","2","2","","01","1","","01","1",398,"002","0000070"
"00282","01","3","02","1","1","1","1","1","1","1","1","1","1","1","2","05","1","","01","1",306,"001","0000071"
"00283","02","3","02","1","1","1","1","1","1","2","1","2","2","2","","03","1","","01","1",306,"001","0000071"
"00284","03","2","01","1","1","1","1","1","1","2","2","2","2","1","2","02","1","","01","1",306,"001","0000071"
"00285","04","2","02","1","1","1","1","1","1","1","1","2","2","1","1","06","1","","01","1",306,"001","0000071"
"00286","05","3","03","1","1","1","1","1","1","2","1","2","2","2","","04","1","","01","1",306,"001","0000071"
"00287","01","3","02","1","1","1","1","1","1","1","1","1","1","1","2","02","1","","01","1",422,"003","0000072"
"00288","02","3","01","1","1","1","1","1","1","1","1","1","2","2","","03","1","","01","1",422,"003","0000072"
"00289","04","3","04","1","1","1","1","1","1","1","1","1","1","1","1","07","1","","01","1",422,"003","0000072"
"00290","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",422,"003","0000072"
"00291","02","3","03","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",446,"003","0000073"
"00292","04","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",446,"003","0000073"
"00293","01","3","03","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",422,"003","0000074"
"00294","03","3","03","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","01","1",422,"003","0000074"
"00295","04","3","01","1","1","1","1","1","1","1","1","1","2","1","1","01","1","","01","1",422,"003","0000074"
"00296","05","3","01","1","1","1","1","1","1","2","2","2","2","1","2","01","1","","01","1",422,"003","0000074"
"00297","01","3","03","1","1","1","1","1","1","2","2","2","2","1","2","01","1","","01","1",352,"003","0000075"
"00298","02","3","02","1","1","1","1","1","1","1","1","2","2","1","2","01","1","","01","1",352,"003","0000075"
"00299","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",352,"003","0000075"
"00300","04","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","01","1",352,"003","0000075"
"00301","05","3","05","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",352,"003","0000075"
"00302","01","3","02","1","1","1","1","1","1","2","1","2","2","2","","01","1","","01","1",347,"002","0000076"
"00303","02","3","02","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","1",347,"002","0000076"
"00304","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",347,"002","0000076"
"00305","04","2","02","1","1","1","1","1","1","2","1","1","2","1","2","07","1","","01","1",347,"002","0000076"
"00306","05","3","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",347,"002","0000076"
"00307","01","3","01","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",403,"002","0000077"
"00308","02","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","01","1",403,"002","0000077"
"00309","03","3","02","1","1","1","1","1","2","2","2","2","2","2","","04","1","","01","1",403,"002","0000077"
"00310","04","3","04","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",403,"002","0000077"
"00311","05","3","03","1","1","1","1","1","1","2","1","1","1","1","2","03","1","","01","1",403,"002","0000077"
"00312","01","3","02","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","01","1",372,"003","0000078"
"00313","02","3","02","1","1","1","1","1","1","1","1","2","2","1","2","03","1","","01","1",372,"003","0000078"
"00314","03","3","02","1","1","1","1","1","2","1","1","1","2","1","2","04","1","","01","1",372,"003","0000078"
"00315","01","2","03","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","01","1",387,"002","0000079"
"00316","02","3","03","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",387,"002","0000079"
"00317","03","2","03","1","1","1","1","1","1","1","1","2","2","2","","04","1","","01","1",387,"002","0000079"
"00318","04","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",387,"002","0000079"
"00319","05","3","02","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","01","1",387,"002","0000079"
"00320","02","3","02","1","1","1","1","1","1","1","1","2","2","2","","01","1","","01","1",349,"002","0000080"
"00321","03","3","02","1","1","1","1","1","1","2","2","1","2","1","2","02","1","","01","1",349,"002","0000080"
"00322","05","2","02","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","01","1",349,"002","0000080"
"00323","01","2","03","1","1","1","1","1","2","2","1","2","2","2","","04","1","","01","1",333,"002","0000081"
"00324","02","3","04","1","1","1","1","1","1","1","1","1","1","1","1","07","1","","01","1",333,"002","0000081"
"00325","03","3","02","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","01","1",333,"002","0000081"
"00326","05","3","03","1","1","1","1","1","1","2","1","1","2","1","2","03","1","","01","1",333,"002","0000081"
"00327","01","2","03","1","1","1","1","1","1","1","1","2","2","1","2","02","1","","01","1",387,"002","0000082"
"00328","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",387,"002","0000082"
"00329","03","3","05","1","1","1","1","1","1","1","1","2","2","1","1","07","1","","01","1",387,"002","0000082"
"00330","05","2","03","1","1","1","1","1","1","1","1","2","1","2","","05","1","","01","1",387,"002","0000082"
"00331","01","2","01","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","01","1",391,"002","0000083"
"00332","02","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",391,"002","0000083"
"00333","04","3","02","1","1","1","1","1","1","1","1","2","2","2","","05","1","","01","1",391,"002","0000083"
"00334","05","3","02","1","1","1","1","1","1","2","1","1","1","1","1","05","1","","01","1",391,"002","0000083"
"00335","01","3","02","1","1","1","1","1","1","1","1","2","2","2","","03","1","","01","1",367,"002","0000084"
"00336","02","3","06","1","1","1","1","1","1","1","1","1","1","1","1","06","1","","01","1",367,"002","0000084"
"00337","03","3","03","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","01","1",367,"002","0000084"
"00338","04","3","02","1","1","1","1","1","1","2","2","2","2","2","","01","1","","01","1",367,"002","0000084"
"00339","05","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",367,"002","0000084"
"00340","01","2","04","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","01","1",364,"002","0000085"
"00341","02","2","01","1","1","1","1","2","2","2","2","2","2","2","","01","1","","01","1",364,"002","0000085"
"00342","03","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",364,"002","0000085"
"00343","04","3","02","1","1","1","1","1","1","1","1","1","1","1","2","02","1","","01","1",364,"002","0000085"
"00344","05","3","03","1","1","1","1","1","1","1","1","1","1","1","2","06","2","02","01","1",364,"002","0000085"
"00345","01","3","01","1","1","1","1","2","1","1","1","1","1","1","1","02","1","","01","1",453,"002","0000086"
"00346","03","3","04","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",453,"002","0000086"
"00347","04","3","03","1","1","1","1","1","1","1","1","2","2","1","2","05","1","","01","1",453,"002","0000086"
"00348","05","2","02","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",453,"002","0000086"
"00349","01","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","01","1",356,"002","0000087"
"00350","03","3","03","1","1","1","1","1","1","1","1","2","1","2","","04","1","","01","1",356,"002","0000087"
"00351","04","3","02","1","1","1","1","1","1","1","1","1","2","1","1","02","1","","01","1",356,"002","0000087"
"00352","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","04","1","","01","1",356,"002","0000087"
"00353","01","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",354,"002","0000088"
"00354","03","2","03","1","1","1","1","1","1","1","1","1","1","1","2","04","1","","01","1",354,"002","0000088"
"00355","04","3","02","1","1","1","1","1","1","2","1","2","2","1","2","05","1","","01","1",354,"002","0000088"
"00356","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",354,"002","0000088"
"00357","02","3","02","1","1","1","1","1","1","1","1","2","2","1","1","02","1","","01","1",362,"001","0000089"
"00358","04","2","03","1","1","1","1","1","1","1","1","2","2","1","2","07","1","","01","1",362,"001","0000089"
"00359","05","3","02","1","1","1","1","1","1","1","1","2","2","1","1","04","1","","01","1",362,"001","0000089"
"00360","01","3","01","1","1","1","1","1","1","1","1","1","1","1","1","02","1","","01","1",423,"002","0000090"
"00361","02","3","02","1","1","1","1","1","1","1","1","1","1","2","","03","1","","01","1",423,"002","0000090"
"00362","04","3","03","1","1","1","1","1","1","1","1","2","2","1","1","03","1","","01","1",423,"002","0000090"
"00363","05","3","03","1","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","1",423,"002","0000090"
"00364","01","3","01","1","1","1","1","1","1","1","1","1","1","1","2","01","1","","01","1",405,"002","0000091"
"00365","02","3","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",405,"002","0000091"
"00366","04","3","03","1","1","1","1","1","1","1","1","1","2","1","1","05","1","","01","1",405,"002","0000091"
"00367","05","3","03","1","1","1","1","1","1","1","1","1","2","1","2","03","1","","01","1",405,"002","0000091"
"00368","02","3","02","1","1","1","1","1","1","1","1","1","2","1","2","04","1","","01","1",419,"002","0000092"
"00369","05","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",419,"002","0000092"
"00370","01","3","02","1","1","1","1","1","1","1","1","1","1","1","1","03","1","","01","1",405,"002","0000093"
"00371","03","3","01","1","1","1","1","1","1","1","1","1","2","1","2","02","1","","01","1",405,"002","0000093"
"00372","04","3","02","1","1","1","1","1","1","2","1","1","1","1","2","03","1","","01","1",405,"002","0000093"
"00373","05","3","02","1","1","1","1","1","1","1","2","1","2","1","2","02","1","","01","1",405,"002","0000093"
"00374","01","3","03","1","1","1","1","1","2","2","1","2","2","2","","05","1","","01","1",361,"002","0000094"
"00375","02","3","03","1","1","1","1","1","1","2","2","2","2","2","","02","1","","01","1",361,"002","0000094"
"00376","03","2","03","1","1","1","1","1","1","2","2","2","2","2","","10","1","","01","1",361,"002","0000094"
"00377","04","3","03","1","1","1","1","1","1","2","1","2","1","1","2","03","1","","01","1",361,"002","0000094"
"00378","05","3","02","1","1","1","1","1","1","2","1","1","2","2","","02","1","","01","1",361,"002","0000094"
"00379","01","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",350,"001","0000095"
"00380","02","2","02","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","1",350,"001","0000095"
"00381","03","2","04","1","1","1","1","1","1","1","2","2","2","2","","08","1","","01","1",350,"001","0000095"
"00382","04","2","02","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","1",350,"001","0000095"
"00383","05","3","03","1","1","1","1","1","1","1","1","2","2","1","2","04","1","","01","1",350,"001","0000095"
"00384","01","3","03","1","1","1","1","1","1","2","1","1","2","1","1","05","1","","01","1",384,"003","0000096"
"00385","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",384,"003","0000096"
"00386","03","3","02","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","01","1",384,"003","0000096"
"00387","05","3","02","1","1","2","1","1","1","2","1","2","2","1","2","02","1","","01","1",384,"003","0000096"
"00388","01","3","02","1","1","1","1","1","2","2","1","2","2","2","","03","1","","01","1",404,"003","0000097"
"00389","02","3","03","1","1","1","1","1","1","1","1","1","2","1","1","04","1","","01","1",404,"003","0000097"
"00390","03","3","02","1","1","1","1","1","1","1","1","1","2","1","1","03","1","","01","1",404,"003","0000097"
"00391","04","3","03","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","01","1",404,"003","0000097"
"00392","05","3","03","1","1","1","1","1","1","1","1","1","2","1","2","06","1","","01","1",404,"003","0000097"
"00393","01","3","02","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","1",346,"001","0000098"
"00394","02","3","02","1","1","1","1","1","1","1","1","2","2","2","","03","1","","01","1",346,"001","0000098"
"00395","04","3","01","1","1","1","1","2","2","2","2","2","2","2","","03","1","","01","1",346,"001","0000098"
"00396","05","3","02","1","1","1","1","1","1","2","1","2","2","2","","02","1","","01","1",346,"001","0000098"
"00397","01","2","02","1","1","1","1","1","1","1","1","2","2","2","","04","1","","01","1",382,"001","0000099"
"00398","02","3","01","1","1","1","1","1","1","1","1","2","2","2","","03","1","","01","1",382,"001","0000099"
"00399","04","2","01","1","1","1","1","1","1","2","2","2","2","2","","05","1","","01","1",382,"001","0000099"
"00400","05","3","02","1","1","1","1","1","1","1","1","1","2","1","2","05","1","","01","1",382,"001","0000099"
"00401","02","3","02","1","1","1","1","1","1","1","1","2","2","1","1","05","1","","01","1",401,"002","0000100"
